es.max.ATE,es.max.ATE.1,es.max.ATE.2
0.183442117,0.64296961,0.250797233
0.501122549,0.100553964,0.419972749
0.933240405,0.054500292,0.009450712
0.925780493,0.032509571,0.030913454
0.615842231,0.269271954,0.062995487
0.92810573,0.075036721,0.01110865
0.221643929,0.653695184,0.117212021
0.8046072,0.032458422,0.080848249
0.469624781,0.168666149,0.266773015
0.936521219,0.04451591,0.01110865
0.323046091,0.67613587,0.091553719
0.862654735,0.061990169,0.016127395
0.069294066,0.920635833,0.040745965
0.787808532,0.085334371,0.014562198
0.283574903,0.463064131,0.160323614
0.173138174,0.801024073,0.117212021
0.871073685,0.059247986,0.092217311
0.070740049,0.867565841,0.056622307
0.932328265,0.050023633,0.024968432
0.462672136,0.327901334,0.177492358
0.564732868,0.293450838,0.143636907
0.370389889,0.484637045,0.258508361
0.283574903,0.463064131,0.160323614
0.153314701,0.839412233,0.045040331
0.173138174,0.801024073,0.117212021
0.115603224,0.892680927,0.045040331
0.173138174,0.801024073,0.117212021
0.462672136,0.327901334,0.177492358
0.652224243,0.195281068,0.143636907
0.153314701,0.839412233,0.045040331
0.381925846,0.765968745,0.025847957
0.27932641,0.56936027,0.090857437
0.696015806,0.28032246,0.023084645
0.289391308,0.204577575,0.407747571
0.935260804,0.04157257,0.01110865
0.936521219,0.04451591,0.01110865
0.501049518,0.224991652,0.266773015
0.501122549,0.100553964,0.419972749
0.183442117,0.64296961,0.250797233
0.231347606,0.714771029,0.233377823
0.935260804,0.04157257,0.01110865
0.843367364,0.079162579,0.016127395
0.173138174,0.801024073,0.117212021
0.083969367,0.93486073,0.046357322
0.094907616,0.547973325,0.292335672
0.501122549,0.100553964,0.419972749
0.56101292,0.19134828,0.062995487
0.942219228,0.042431252,0.009450712
0.501122549,0.100553964,0.419972749
0.070935643,0.904612358,0.040669329
0.221643929,0.653695184,0.117212021
0.621645301,0.056663635,0.271000977
0.486481058,0.289486992,0.110742476
0.24298645,0.569945667,0.231329464
0.723474225,0.228368718,0.027941075
0.574267597,0.225617371,0.143636907
0.425383451,0.515149843,0.091553719
0.419712017,0.362174457,0.079096723
0.173138174,0.801024073,0.117212021
0.932328265,0.050023633,0.024968432
0.232942537,0.73628354,0.061144
0.935260804,0.04157257,0.01110865
0.843367364,0.079162579,0.016127395
0.936521219,0.04451591,0.01110865
0.221643929,0.653695184,0.117212021
0.462672136,0.327901334,0.177492358
0.221643929,0.653695184,0.117212021
0.936521219,0.04451591,0.01110865
0.462672136,0.327901334,0.177492358
0.153314701,0.839412233,0.045040331
0.723474225,0.228368718,0.027941075
0.156232197,0.622766139,0.201716532
0.22967305,0.709100117,0.056727227
0.48943014,0.665812415,0.025847957
0.935260804,0.04157257,0.01110865
0.501122549,0.100553964,0.419972749
0.696015806,0.28032246,0.023084645
0.221643929,0.653695184,0.117212021
0.935260804,0.04157257,0.01110865
0.221643929,0.653695184,0.117212021
0.153314701,0.839412233,0.045040331
0.323046091,0.67613587,0.091553719
0.232942537,0.73628354,0.061144
0.173138174,0.801024073,0.117212021
0.095845142,0.841965615,0.158648972
0.888762083,0.111795021,0.010263167
0.323046091,0.67613587,0.091553719
0.253725583,0.118642154,0.489322833
0.153314701,0.839412233,0.045040331
0.936521219,0.04451591,0.01110865
0.936521219,0.04451591,0.01110865
0.936521219,0.04451591,0.01110865
0.183550894,0.746665555,0.11242588
0.936521219,0.04451591,0.01110865
0.232942537,0.73628354,0.061144
0.92810573,0.075036721,0.01110865
0.935260804,0.04157257,0.01110865
0.412988204,0.02101161,0.284405571
0.323046091,0.67613587,0.091553719
0.92810573,0.075036721,0.01110865
0.92810573,0.075036721,0.01110865
0.174606988,0.74017881,0.02569174
0.92810573,0.075036721,0.01110865
0.656164401,0.098271989,0.110742476
0.888762083,0.111795021,0.010263167
0.551355051,0.028165017,0.297641539
0.221643929,0.653695184,0.117212021
0.843367364,0.079162579,0.016127395
0.225441391,0.645884264,0.235875885
0.936521219,0.04451591,0.01110865
0.925780493,0.032509571,0.030913454
0.932328265,0.050023633,0.024968432
0.925295847,0.041055502,0.024968432
0.615842231,0.269271954,0.062995487
0.462672136,0.327901334,0.177492358
0.184639755,0.038871891,0.799860806
0.221643929,0.653695184,0.117212021
0.935260804,0.04157257,0.01110865
