es.max.ATE,es.max.ATE.1,es.max.ATE.2
0.68800355,0.109410189,0.189982717
0.92810573,0.075036721,0.01110865
0.936521219,0.04451591,0.01110865
0.828756284,0.191592553,0.019549483
0.92810573,0.075036721,0.01110865
0.888762083,0.111795021,0.010263167
0.935260804,0.04157257,0.01110865
0.882178046,0.033328166,0.112985945
0.92810573,0.075036721,0.01110865
0.818760249,0.107089949,0.016127395
0.9266913,0.053482529,0.01110865
0.935260804,0.04157257,0.01110865
0.85208925,0.09886096,0.0406856
0.92810573,0.075036721,0.01110865
0.936521219,0.04451591,0.01110865
0.935260804,0.04157257,0.01110865
0.932328265,0.050023633,0.024968432
0.936521219,0.04451591,0.01110865
0.85208925,0.09886096,0.0406856
0.824339365,0.054477796,0.060765592
0.92810573,0.075036721,0.01110865
0.936521219,0.04451591,0.01110865
0.9266913,0.053482529,0.01110865
0.909801724,0.089597327,0.038460546
0.27932641,0.56936027,0.090857437
0.936521219,0.04451591,0.01110865
0.92810573,0.075036721,0.01110865
0.935260804,0.04157257,0.01110865
0.909801724,0.089597327,0.038460546
0.825027846,0.166281891,0.0406856
0.932328265,0.050023633,0.024968432
0.323046091,0.67613587,0.091553719
0.936521219,0.04451591,0.01110865
0.92810573,0.075036721,0.01110865
0.9266913,0.053482529,0.01110865
0.935260804,0.04157257,0.01110865
0.925780493,0.032509571,0.030913454
0.92810573,0.075036721,0.01110865
0.92810573,0.075036721,0.01110865
0.935260804,0.04157257,0.01110865
0.825027846,0.166281891,0.0406856
0.935260804,0.04157257,0.01110865
0.936521219,0.04451591,0.01110865
0.935260804,0.04157257,0.01110865
0.936521219,0.04451591,0.01110865
0.824339365,0.054477796,0.060765592
0.92810573,0.075036721,0.01110865
0.92810573,0.075036721,0.01110865
0.783669306,0.232724207,0.016127395
0.936521219,0.04451591,0.01110865
0.935260804,0.04157257,0.01110865
0.925780493,0.032509571,0.030913454
0.925780493,0.032509571,0.030913454
0.9266913,0.053482529,0.01110865
0.935260804,0.04157257,0.01110865
0.909801724,0.089597327,0.038460546
0.935260804,0.04157257,0.01110865
0.935260804,0.04157257,0.01110865
0.935260804,0.04157257,0.01110865
0.871073685,0.059247986,0.092217311
0.9266913,0.053482529,0.01110865
0.934506308,0.073103337,0.009450712
0.9266913,0.053482529,0.01110865
0.9266913,0.053482529,0.01110865
0.92810573,0.075036721,0.01110865
0.9266913,0.053482529,0.01110865
0.925780493,0.032509571,0.030913454
0.92810573,0.075036721,0.01110865
0.439575588,0.212925089,0.212960713
0.871073685,0.059247986,0.092217311
0.935260804,0.04157257,0.01110865
0.936521219,0.04451591,0.01110865
0.935260804,0.04157257,0.01110865
0.936521219,0.04451591,0.01110865
0.936521219,0.04451591,0.01110865
0.92810573,0.075036721,0.01110865
0.936521219,0.04451591,0.01110865
0.4660703,0.433366095,0.143636907
0.935260804,0.04157257,0.01110865
0.564732868,0.293450838,0.143636907
0.936521219,0.04451591,0.01110865
0.652224243,0.195281068,0.143636907
0.9266913,0.053482529,0.01110865
0.934506308,0.073103337,0.009450712
0.935260804,0.04157257,0.01110865
0.936521219,0.04451591,0.01110865
0.925780493,0.032509571,0.030913454
0.936521219,0.04451591,0.01110865
0.621645301,0.056663635,0.271000977
0.925780493,0.032509571,0.030913454
0.936521219,0.04451591,0.01110865
0.564732868,0.293450838,0.143636907
0.935260804,0.04157257,0.01110865
0.92810573,0.075036721,0.01110865
0.935260804,0.04157257,0.01110865
0.925780493,0.032509571,0.030913454
0.925780493,0.032509571,0.030913454
0.925780493,0.032509571,0.030913454
0.501049518,0.224991652,0.266773015
0.925780493,0.032509571,0.030913454
0.925780493,0.032509571,0.030913454
0.841535409,0.172738702,0.010263167
0.935260804,0.04157257,0.01110865
0.935260804,0.04157257,0.01110865
0.909801724,0.089597327,0.038460546
0.9266913,0.053482529,0.01110865
0.935260804,0.04157257,0.01110865
0.92810573,0.075036721,0.01110865
0.935260804,0.04157257,0.01110865
0.925780493,0.032509571,0.030913454
0.936521219,0.04451591,0.01110865
0.935260804,0.04157257,0.01110865
0.936521219,0.04451591,0.01110865
0.790686069,0.066399537,0.099761164
0.925780493,0.032509571,0.030913454
0.935260804,0.04157257,0.01110865
0.862654735,0.061990169,0.016127395
0.564732868,0.293450838,0.143636907
0.925780493,0.032509571,0.030913454
0.935260804,0.04157257,0.01110865
0.935260804,0.04157257,0.01110865
0.9266913,0.053482529,0.01110865
0.56101292,0.19134828,0.062995487
0.9266913,0.053482529,0.01110865
0.9266913,0.053482529,0.01110865
0.925780493,0.032509571,0.030913454
0.935260804,0.04157257,0.01110865
0.935260804,0.04157257,0.01110865
0.935260804,0.04157257,0.01110865
0.843367364,0.079162579,0.016127395
0.925780493,0.032509571,0.030913454
0.935260804,0.04157257,0.01110865
0.935260804,0.04157257,0.01110865
0.935260804,0.04157257,0.01110865
0.92810573,0.075036721,0.01110865
0.935260804,0.04157257,0.01110865
0.439575588,0.212925089,0.212960713
0.462672136,0.327901334,0.177492358
0.564732868,0.293450838,0.143636907
0.92810573,0.075036721,0.01110865
0.925780493,0.032509571,0.030913454
0.942219228,0.042431252,0.009450712
0.935260804,0.04157257,0.01110865
0.935260804,0.04157257,0.01110865
0.4660703,0.433366095,0.143636907
0.936521219,0.04451591,0.01110865
0.92810573,0.075036721,0.01110865
0.935260804,0.04157257,0.01110865
0.936521219,0.04451591,0.01110865
0.501049518,0.224991652,0.266773015
0.935260804,0.04157257,0.01110865
0.9266913,0.053482529,0.01110865
0.925780493,0.032509571,0.030913454
0.935260804,0.04157257,0.01110865
0.936521219,0.04451591,0.01110865
0.909801724,0.089597327,0.038460546
0.85208925,0.09886096,0.0406856
0.935260804,0.04157257,0.01110865
0.92810573,0.075036721,0.01110865
0.819448161,0.069782002,0.075036361
0.925780493,0.032509571,0.030913454
0.871073685,0.059247986,0.092217311
0.925780493,0.032509571,0.030913454
0.936521219,0.04451591,0.01110865
0.925780493,0.032509571,0.030913454
0.936521219,0.04451591,0.01110865
0.891754894,0.112773219,0.010263167
0.935260804,0.04157257,0.01110865
0.936521219,0.04451591,0.01110865
0.935260804,0.04157257,0.01110865
0.92810573,0.075036721,0.01110865
0.92810573,0.075036721,0.01110865
0.936521219,0.04451591,0.01110865
0.9266913,0.053482529,0.01110865
0.92810573,0.075036721,0.01110865
0.92810573,0.075036721,0.01110865
0.925780493,0.032509571,0.030913454
0.935260804,0.04157257,0.01110865
0.925780493,0.032509571,0.030913454
0.936521219,0.04451591,0.01110865
0.935260804,0.04157257,0.01110865
0.936521219,0.04451591,0.01110865
0.892785982,0.060238431,0.0406856
0.925780493,0.032509571,0.030913454
0.9266913,0.053482529,0.01110865
0.936521219,0.04451591,0.01110865
0.68800355,0.109410189,0.189982717
0.925780493,0.032509571,0.030913454
0.935260804,0.04157257,0.01110865
0.92810573,0.075036721,0.01110865
0.925780493,0.032509571,0.030913454
0.936521219,0.04451591,0.01110865
0.935260804,0.04157257,0.01110865
0.871073685,0.059247986,0.092217311
0.9266913,0.053482529,0.01110865
0.843367364,0.079162579,0.016127395
0.932328265,0.050023633,0.024968432
0.925780493,0.032509571,0.030913454
0.92810573,0.075036721,0.01110865
0.935260804,0.04157257,0.01110865
0.862654735,0.061990169,0.016127395
0.936521219,0.04451591,0.01110865
0.936521219,0.04451591,0.01110865
0.936521219,0.04451591,0.01110865
0.936521219,0.04451591,0.01110865
0.936521219,0.04451591,0.01110865
0.843367364,0.079162579,0.016127395
0.925780493,0.032509571,0.030913454
0.638209831,0.142839571,0.105900634
0.92810573,0.075036721,0.01110865
0.925780493,0.032509571,0.030913454
0.936521219,0.04451591,0.01110865
0.933240405,0.054500292,0.009450712
0.925780493,0.032509571,0.030913454
0.925780493,0.032509571,0.030913454
0.4660703,0.433366095,0.143636907
0.925780493,0.032509571,0.030913454
0.425286258,0.369087252,0.079829651
0.564732868,0.293450838,0.143636907
0.935260804,0.04157257,0.01110865
0.935260804,0.04157257,0.01110865
0.9266913,0.053482529,0.01110865
0.439575588,0.212925089,0.212960713
0.936521219,0.04451591,0.01110865
0.564732868,0.293450838,0.143636907
0.925780493,0.032509571,0.030913454
0.936521219,0.04451591,0.01110865
0.935260804,0.04157257,0.01110865
0.935260804,0.04157257,0.01110865
0.323046091,0.67613587,0.091553719
0.594446945,0.166077946,0.227257397
0.935260804,0.04157257,0.01110865
0.933240405,0.054500292,0.009450712
0.935260804,0.04157257,0.01110865
0.936521219,0.04451591,0.01110865
0.936521219,0.04451591,0.01110865
0.936521219,0.04451591,0.01110865
0.935260804,0.04157257,0.01110865
0.925780493,0.032509571,0.030913454
0.92810573,0.075036721,0.01110865
0.935260804,0.04157257,0.01110865
0.935260804,0.04157257,0.01110865
0.9266913,0.053482529,0.01110865
0.909801724,0.089597327,0.038460546
0.936521219,0.04451591,0.01110865
0.936521219,0.04451591,0.01110865
0.92810573,0.075036721,0.01110865
0.935260804,0.04157257,0.01110865
0.92810573,0.075036721,0.01110865
0.204657569,0.826929758,0.02574091
0.85208925,0.09886096,0.0406856
0.935260804,0.04157257,0.01110865
0.501122549,0.100553964,0.419972749
0.119171193,0.727429884,0.318712034
0.15535536,0.25064998,0.372667817
0.119171193,0.727429884,0.318712034
0.173138174,0.801024073,0.117212021
0.935260804,0.04157257,0.01110865
0.173138174,0.801024073,0.117212021
0.621645301,0.056663635,0.271000977
0.606171572,0.154750713,0.104949059
0.942219228,0.042431252,0.009450712
0.221794215,0.761014311,0.143844984
0.285545543,0.116964914,0.620801979
0.173138174,0.801024073,0.117212021
0.290477969,0.725800851,0.034254969
0.290477969,0.725800851,0.034254969
0.119171193,0.727429884,0.318712034
0.094907616,0.547973325,0.292335672
0.127214126,0.369431819,0.489903618
0.621645301,0.056663635,0.271000977
0.501122549,0.100553964,0.419972749
0.936521219,0.04451591,0.01110865
0.621645301,0.056663635,0.271000977
0.094907616,0.547973325,0.292335672
0.439575588,0.212925089,0.212960713
0.262433147,0.049871618,0.697121132
0.188451727,0.640356046,0.290673617
0.290477969,0.725800851,0.034254969
0.892785982,0.060238431,0.0406856
0.450107557,0.01768201,0.638667586
0.094907616,0.547973325,0.292335672
0.412988204,0.02101161,0.284405571
0.221643929,0.653695184,0.117212021
0.229320692,0.349937229,0.154787962
0.278580659,0.070826634,0.521967555
0.942219228,0.042431252,0.009450712
0.283574903,0.463064131,0.160323614
0.221643929,0.653695184,0.117212021
0.283574903,0.463064131,0.160323614
0.185108279,0.666486987,0.040745965
0.283574903,0.463064131,0.160323614
0.104546893,0.238094436,0.440146653
0.387713516,0.258622688,0.104599312
0.925780493,0.032509571,0.030913454
0.156232197,0.622766139,0.201716532
0.094907616,0.547973325,0.292335672
0.066881248,0.859528141,0.046357322
0.936521219,0.04451591,0.01110865
0.283574903,0.463064131,0.160323614
0.803262001,0.309164082,0.075036361
0.935260804,0.04157257,0.01110865
0.127214126,0.369431819,0.489903618
0.173138174,0.801024073,0.117212021
0.225441391,0.645884264,0.235875885
0.137390624,0.65394921,0.201716532
0.385740004,0.129863319,0.525009048
0.11951364,0.18283768,0.673336908
0.935260804,0.04157257,0.01110865
0.221643929,0.653695184,0.117212021
0.232942537,0.73628354,0.061144
0.501122549,0.100553964,0.419972749
0.231347606,0.714771029,0.233377823
0.173138174,0.801024073,0.117212021
0.621645301,0.056663635,0.271000977
0.27932641,0.56936027,0.090857437
0.225441391,0.645884264,0.235875885
0.572439494,0.011017356,0.436336559
0.925780493,0.032509571,0.030913454
0.127214126,0.369431819,0.489903618
0.935260804,0.04157257,0.01110865
0.173138174,0.801024073,0.117212021
0.11951364,0.18283768,0.673336908
0.293730492,0.31935854,0.373816711
0.919625745,0.16629122,0.009450712
0.221794215,0.761014311,0.143844984
0.460762982,0.009566943,0.63983633
0.127214126,0.369431819,0.489903618
0.27932641,0.56936027,0.090857437
0.14889053,0.77743824,0.295648737
0.153314701,0.839412233,0.045040331
0.173138174,0.801024073,0.117212021
0.790686069,0.066399537,0.099761164
0.11951364,0.18283768,0.673336908
0.606171572,0.154750713,0.104949059
0.127214126,0.369431819,0.489903618
0.933240405,0.054500292,0.009450712
0.185108279,0.666486987,0.040745965
0.925780493,0.032509571,0.030913454
0.92810573,0.075036721,0.01110865
0.323046091,0.67613587,0.091553719
0.92810573,0.075036721,0.01110865
0.167663781,0.555303728,0.554193518
0.925780493,0.032509571,0.030913454
0.221643929,0.653695184,0.117212021
0.127214126,0.369431819,0.489903618
0.097662061,0.22854718,0.440146653
0.27932641,0.56936027,0.090857437
0.262433147,0.049871618,0.697121132
0.221643929,0.653695184,0.117212021
0.094907616,0.547973325,0.292335672
0.11951364,0.18283768,0.673336908
0.232942537,0.73628354,0.061144
0.094907616,0.547973325,0.292335672
0.92810573,0.075036721,0.01110865
0.935260804,0.04157257,0.01110865
0.935260804,0.04157257,0.01110865
0.930369654,0.032304437,0.024968432
0.871073685,0.059247986,0.092217311
0.936521219,0.04451591,0.01110865
0.926725814,0.057648566,0.01110865
0.621645301,0.056663635,0.271000977
0.501122549,0.100553964,0.419972749
0.925780493,0.032509571,0.030913454
0.564732868,0.293450838,0.143636907
0.935260804,0.04157257,0.01110865
0.935260804,0.04157257,0.01110865
0.9266913,0.053482529,0.01110865
0.925780493,0.032509571,0.030913454
0.932328265,0.050023633,0.024968432
0.932328265,0.050023633,0.024968432
0.925780493,0.032509571,0.030913454
0.9266913,0.053482529,0.01110865
0.935260804,0.04157257,0.01110865
0.925780493,0.032509571,0.030913454
0.925780493,0.032509571,0.030913454
0.935260804,0.04157257,0.01110865
0.925780493,0.032509571,0.030913454
0.85208925,0.09886096,0.0406856
0.935260804,0.04157257,0.01110865
0.933240405,0.054500292,0.009450712
0.909801724,0.089597327,0.038460546
0.9266913,0.053482529,0.01110865
0.935260804,0.04157257,0.01110865
0.935260804,0.04157257,0.01110865
0.935260804,0.04157257,0.01110865
0.769960985,0.068965461,0.108859069
0.286269875,0.719576376,0.02574091
0.936521219,0.04451591,0.01110865
0.262433147,0.049871618,0.697121132
0.568086977,0.172900191,0.092524855
0.161298363,0.758071239,0.056622307
0.936521219,0.04451591,0.01110865
0.936521219,0.04451591,0.01110865
0.652991502,0.280838003,0.027941075
0.177682161,0.562602808,0.123557273
0.363302177,0.713205768,0.313286859
0.9266913,0.053482529,0.01110865
0.936521219,0.04451591,0.01110865
0.925780493,0.032509571,0.030913454
0.935260804,0.04157257,0.01110865
0.936521219,0.04451591,0.01110865
0.153314701,0.839412233,0.045040331
0.849521811,0.152897522,0.019549483
0.576634492,0.637715262,0.01110865
0.936521219,0.04451591,0.01110865
0.8046072,0.032458422,0.080848249
0.137390624,0.65394921,0.201716532
0.936521219,0.04451591,0.01110865
0.622189186,0.403432195,0.023084645
0.564732868,0.293450838,0.143636907
0.942219228,0.042431252,0.009450712
0.262455234,0.619560475,0.091553719
0.221643929,0.653695184,0.117212021
0.935260804,0.04157257,0.01110865
0.115603224,0.892680927,0.045040331
0.930369654,0.032304437,0.024968432
0.633413121,0.482519034,0.01110865
0.183442117,0.64296961,0.250797233
0.568574439,0.247415158,0.163718357
0.935260804,0.04157257,0.01110865
0.568574439,0.247415158,0.163718357
0.208015628,0.798188427,0.035268241
0.183550894,0.746665555,0.11242588
0.56101292,0.19134828,0.062995487
0.935260804,0.04157257,0.01110865
0.696015806,0.28032246,0.023084645
0.183442117,0.64296961,0.250797233
0.450107557,0.01768201,0.638667586
0.221643929,0.653695184,0.117212021
0.656164401,0.098271989,0.110742476
0.935260804,0.04157257,0.01110865
0.935260804,0.04157257,0.01110865
0.700423441,0.08101855,0.129311965
0.656164401,0.098271989,0.110742476
0.936521219,0.04451591,0.01110865
0.156232197,0.622766139,0.201716532
0.92810573,0.075036721,0.01110865
0.935260804,0.04157257,0.01110865
0.656164401,0.098271989,0.110742476
0.9266913,0.053482529,0.01110865
0.925780493,0.032509571,0.030913454
0.4660703,0.433366095,0.143636907
0.862654735,0.061990169,0.016127395
0.935260804,0.04157257,0.01110865
0.359565153,0.856479482,0.020858547
0.92810573,0.075036721,0.01110865
0.92810573,0.075036721,0.01110865
0.888762083,0.111795021,0.010263167
0.806921773,0.266209134,0.131420058
0.936521219,0.04451591,0.01110865
0.114719779,0.941275708,0.056727227
0.935260804,0.04157257,0.01110865
0.656164401,0.098271989,0.110742476
0.620362736,0.533236482,0.0159405
0.156232197,0.622766139,0.201716532
0.083969367,0.93486073,0.046357322
0.936521219,0.04451591,0.01110865
0.173138174,0.801024073,0.117212021
0.564732868,0.293450838,0.143636907
0.935260804,0.04157257,0.01110865
0.564732868,0.293450838,0.143636907
0.935260804,0.04157257,0.01110865
0.285545543,0.116964914,0.620801979
0.8046072,0.032458422,0.080848249
0.196741024,0.612311705,0.137058611
0.925780493,0.032509571,0.030913454
0.098623832,0.525874167,0.289862668
0.935260804,0.04157257,0.01110865
0.9266913,0.053482529,0.01110865
0.181170899,0.877463818,0.137058611
0.27932641,0.56936027,0.090857437
0.935260804,0.04157257,0.01110865
0.182544032,0.871481686,0.063427283
0.433165065,0.666480494,0.025847957
0.185108279,0.666486987,0.040745965
0.783669306,0.232724207,0.016127395
0.723474225,0.228368718,0.027941075
0.286269875,0.719576376,0.02574091
0.935260804,0.04157257,0.01110865
0.196741024,0.612311705,0.137058611
0.231347606,0.714771029,0.233377823
0.812074499,0.217369813,0.09332592
0.633413121,0.482519034,0.01110865
0.936521219,0.04451591,0.01110865
0.925780493,0.032509571,0.030913454
0.482091224,0.307282737,0.064711048
0.173138174,0.801024073,0.117212021
0.92810573,0.075036721,0.01110865
0.16295286,0.402418227,0.39447127
0.221643929,0.653695184,0.117212021
0.27932641,0.56936027,0.090857437
0.184639755,0.038871891,0.799860806
0.656164401,0.098271989,0.110742476
0.936521219,0.04451591,0.01110865
0.9266913,0.053482529,0.01110865
0.935260804,0.04157257,0.01110865
0.656164401,0.098271989,0.110742476
0.11951364,0.18283768,0.673336908
0.936521219,0.04451591,0.01110865
0.459218795,0.462540422,0.181009218
0.174606988,0.74017881,0.02569174
0.153314701,0.839412233,0.045040331
0.564732868,0.293450838,0.143636907
0.92810573,0.075036721,0.01110865
0.936521219,0.04451591,0.01110865
0.936521219,0.04451591,0.01110865
0.094907616,0.547973325,0.292335672
0.68800355,0.109410189,0.189982717
0.633413121,0.482519034,0.01110865
0.196741024,0.612311705,0.137058611
0.849521811,0.152897522,0.019549483
0.232942537,0.73628354,0.061144
0.871073685,0.059247986,0.092217311
0.286269875,0.719576376,0.02574091
0.936521219,0.04451591,0.01110865
0.568574439,0.247415158,0.163718357
0.936521219,0.04451591,0.01110865
0.204657569,0.826929758,0.02574091
0.568574439,0.247415158,0.163718357
0.936521219,0.04451591,0.01110865
0.221643929,0.653695184,0.117212021
0.22967305,0.709100117,0.056727227
0.936521219,0.04451591,0.01110865
0.936521219,0.04451591,0.01110865
0.501122549,0.100553964,0.419972749
0.594446945,0.166077946,0.227257397
0.843367364,0.079162579,0.016127395
0.806921773,0.266209134,0.131420058
0.231347606,0.714771029,0.233377823
0.221643929,0.653695184,0.117212021
0.935260804,0.04157257,0.01110865
0.501122549,0.100553964,0.419972749
0.936521219,0.04451591,0.01110865
0.92810573,0.075036721,0.01110865
0.696015806,0.28032246,0.023084645
0.176322344,0.540913262,0.106618997
0.700423441,0.08101855,0.129311965
0.92810573,0.075036721,0.01110865
0.070740049,0.867565841,0.056622307
0.371129223,0.449426325,0.091553719
0.862654735,0.061990169,0.016127395
0.221643929,0.653695184,0.117212021
0.323046091,0.67613587,0.091553719
0.119171193,0.727429884,0.318712034
0.935260804,0.04157257,0.01110865
0.385740004,0.129863319,0.525009048
0.137390624,0.65394921,0.201716532
0.935260804,0.04157257,0.01110865
0.935260804,0.04157257,0.01110865
0.255502223,0.596872912,0.065038274
0.92810573,0.075036721,0.01110865
0.121905855,0.877243352,0.056622307
0.936521219,0.04451591,0.01110865
0.183550894,0.746665555,0.11242588
0.501122549,0.100553964,0.419972749
0.137390624,0.65394921,0.201716532
0.370389889,0.484637045,0.258508361
0.359565153,0.856479482,0.020858547
0.094907616,0.547973325,0.292335672
0.935260804,0.04157257,0.01110865
0.253725583,0.118642154,0.489322833
0.942219228,0.042431252,0.009450712
0.221643929,0.653695184,0.117212021
0.932328265,0.050023633,0.024968432
0.68800355,0.109410189,0.189982717
0.0962765,0.868931136,0.056622307
0.633413121,0.482519034,0.01110865
0.656164401,0.098271989,0.110742476
0.656164401,0.098271989,0.110742476
0.564732868,0.293450838,0.143636907
0.936521219,0.04451591,0.01110865
0.153314701,0.839412233,0.045040331
0.22967305,0.709100117,0.056727227
0.92810573,0.075036721,0.01110865
0.119171193,0.727429884,0.318712034
0.501122549,0.100553964,0.419972749
0.576634492,0.637715262,0.01110865
0.22967305,0.709100117,0.056727227
0.469624781,0.168666149,0.266773015
0.871073685,0.059247986,0.092217311
0.24298645,0.569945667,0.231329464
0.92810573,0.075036721,0.01110865
0.935260804,0.04157257,0.01110865
0.439575588,0.212925089,0.212960713
0.594446945,0.166077946,0.227257397
0.462672136,0.327901334,0.177492358
0.417730545,0.777278765,0.079829651
0.92810573,0.075036721,0.01110865
0.92810573,0.075036721,0.01110865
0.153314701,0.839412233,0.045040331
0.622189186,0.403432195,0.023084645
0.4660703,0.433366095,0.143636907
0.888762083,0.111795021,0.010263167
0.633413121,0.482519034,0.01110865
0.173138174,0.801024073,0.117212021
0.936521219,0.04451591,0.01110865
0.066881248,0.859528141,0.046357322
0.370389889,0.484637045,0.258508361
0.68800355,0.109410189,0.189982717
0.27932641,0.56936027,0.090857437
0.501122549,0.100553964,0.419972749
0.935260804,0.04157257,0.01110865
0.935260804,0.04157257,0.01110865
0.936521219,0.04451591,0.01110865
0.221643929,0.653695184,0.117212021
0.935260804,0.04157257,0.01110865
0.289391308,0.204577575,0.407747571
0.843367364,0.079162579,0.016127395
0.501122549,0.100553964,0.419972749
0.936521219,0.04451591,0.01110865
0.115603224,0.892680927,0.045040331
0.936521219,0.04451591,0.01110865
0.094907616,0.547973325,0.292335672
0.935260804,0.04157257,0.01110865
0.482091224,0.307282737,0.064711048
0.183442117,0.64296961,0.250797233
0.615842231,0.269271954,0.062995487
0.27932641,0.56936027,0.090857437
0.221643929,0.653695184,0.117212021
0.153314701,0.839412233,0.045040331
0.936521219,0.04451591,0.01110865
0.451742577,0.81313606,0.055777265
0.925780493,0.032509571,0.030913454
0.935260804,0.04157257,0.01110865
0.925780493,0.032509571,0.030913454
0.127214126,0.369431819,0.489903618
0.119171193,0.727429884,0.318712034
0.656164401,0.098271989,0.110742476
0.92810573,0.075036721,0.01110865
0.564732868,0.293450838,0.143636907
0.315437356,0.769219725,0.025847957
0.9266913,0.053482529,0.01110865
0.836492484,0.117369042,0.024849633
0.871073685,0.059247986,0.092217311
0.936521219,0.04451591,0.01110865
0.129466457,0.431019198,0.404506877
0.936521219,0.04451591,0.01110865
0.119171193,0.727429884,0.318712034
0.462672136,0.327901334,0.177492358
0.935260804,0.04157257,0.01110865
0.066881248,0.859528141,0.046357322
0.932328265,0.050023633,0.024968432
0.787808532,0.085334371,0.014562198
0.935260804,0.04157257,0.01110865
0.469624781,0.168666149,0.266773015
0.232051956,0.802619085,0.042407789
0.094907616,0.547973325,0.292335672
0.232942537,0.73628354,0.061144
0.111895142,0.464738319,0.533144804
0.462672136,0.327901334,0.177492358
0.936521219,0.04451591,0.01110865
0.871073685,0.059247986,0.092217311
0.696015806,0.28032246,0.023084645
0.9266913,0.053482529,0.01110865
0.930369654,0.032304437,0.024968432
0.935260804,0.04157257,0.01110865
0.812074499,0.217369813,0.09332592
0.935260804,0.04157257,0.01110865
0.812074499,0.217369813,0.09332592
0.323046091,0.67613587,0.091553719
0.633413121,0.482519034,0.01110865
0.433165065,0.666480494,0.025847957
0.232942537,0.73628354,0.061144
0.9266913,0.053482529,0.01110865
0.153314701,0.839412233,0.045040331
0.935260804,0.04157257,0.01110865
0.606171572,0.154750713,0.104949059
0.564732868,0.293450838,0.143636907
0.622189186,0.403432195,0.023084645
0.232942537,0.73628354,0.061144
0.935260804,0.04157257,0.01110865
0.92810573,0.075036721,0.01110865
0.119171193,0.727429884,0.318712034
0.656164401,0.098271989,0.110742476
0.508741597,0.040419979,0.460370137
0.173138174,0.801024073,0.117212021
0.891754894,0.112773219,0.010263167
0.323046091,0.67613587,0.091553719
0.660888375,0.142537797,0.084002416
0.871073685,0.059247986,0.092217311
0.564732868,0.293450838,0.143636907
0.935260804,0.04157257,0.01110865
0.871073685,0.059247986,0.092217311
0.564732868,0.293450838,0.143636907
0.652224243,0.195281068,0.143636907
0.942219228,0.042431252,0.009450712
0.290165669,0.093207191,0.262884108
0.68800355,0.109410189,0.189982717
0.381925846,0.765968745,0.025847957
0.439575588,0.212925089,0.212960713
0.935260804,0.04157257,0.01110865
0.936521219,0.04451591,0.01110865
0.173138174,0.801024073,0.117212021
0.425383451,0.515149843,0.091553719
0.083969367,0.93486073,0.046357322
0.126674075,0.854380991,0.313526868
0.153314701,0.839412233,0.045040331
0.696015806,0.28032246,0.023084645
0.723474225,0.228368718,0.027941075
0.283574903,0.463064131,0.160323614
0.925780493,0.032509571,0.030913454
0.183442117,0.64296961,0.250797233
0.564732868,0.293450838,0.143636907
0.652224243,0.195281068,0.143636907
0.175319097,0.52295769,0.250797233
0.812074499,0.217369813,0.09332592
0.323046091,0.67613587,0.091553719
0.221643929,0.653695184,0.117212021
0.68800355,0.109410189,0.189982717
0.183442117,0.64296961,0.250797233
0.4660703,0.433366095,0.143636907
0.862654735,0.061990169,0.016127395
0.652991502,0.280838003,0.027941075
0.932328265,0.050023633,0.024968432
0.862654735,0.061990169,0.016127395
0.501122549,0.100553964,0.419972749
