"","es.max.ATE","es.max.ATE.1","es.max.ATE.2"
"1",0.0280284241126073,0.947363885545295,0.00403638641423658
"2",0.180344186671543,0.669167959216933,0.0838661737383074
"3",0.0806682972855299,0.938025468237257,0.0119088816334969
"4",0.0199199129117559,0.926212957687425,0.0304829506459633
"5",0.0605812316053992,0.911189610701468,0.0218844661880819
"6",0.121159328171568,0.881908571254715,0.0170814347101121
"7",0.0818145139508546,0.855274466975666,0.0144927823353662
"8",0.889278975997267,0.12489089539082,0.0049102915206131
"9",0.0620057911727364,0.865344304147115,0.0639102342990156
"10",0.158905659485308,0.82380469263177,0.0420219597807002
"11",0.0540033249698815,0.857074796629667,0.0604342668542131
"12",0.0605812316053992,0.911189610701468,0.0218844661880819
"13",0.172707932171052,0.833650470413757,0.0124159590610611
"14",0.106168892562624,0.792478167493858,0.0475310737640614
"15",0.0412659830402982,0.919655371035287,0.0357362800126736
"16",0.0506943077428242,0.911189610701468,0.0336722238936767
"17",0.818698034987174,0.505300493769948,0.00118845784685805
"18",0.10016010338326,0.698556913748576,0.00294037311440353
"19",0.0683033861042054,0.946640623896041,0.00986673293755087
"20",0.0558767671389328,0.864383402104779,0.0254368434965847
"21",0.0408388315979843,0.854052600494121,0.0171687358420831
"22",0.0141669850013962,0.946640623896041,0.0125694022713792
"23",0.0730898339884355,0.93855189737648,0.00878984796940556
"24",0.0516999795709246,0.911189610701468,0.0336722238936767
"25",0.0544412443308046,0.860414360523123,0.128392481955072
"26",0.0645806762436085,0.919906104930492,0.0178132075855643
"27",0.19510998059655,0.706779467851987,0.128924754704478
"28",0.0475625538369908,0.937067871407937,0.0195796460339058
"29",0.0409604558693115,0.825550425649791,0.0133629452315941
"30",0.0416369751009348,0.908936266696191,0.00643024388808195
"31",0.0423260040646202,0.900338520378867,0.0150842216444823
"32",0.0230594370808258,0.889078639449747,0.0526915418028517
"33",0.22852837307261,0.846683320998819,0.0137639888796919
"34",0.105351712558231,0.807703167505964,0.0236516135331918
"35",0.0473139175250731,0.911189610701468,0.0256605238536198
"36",0.0701704395357032,0.927003168943929,0.023742487851786
"37",0.0154766929870798,0.948744902044183,0.0390382860257159
"38",0.0645806762436085,0.919906104930492,0.0130867037036157
"39",0.155872930841734,0.8286918177235,0.0286582096306261
"40",0.112423047195068,0.802087255949309,0.0283732974107734
"41",0.0314470864433868,0.919680933187923,0.00547363769738609
"42",0.0681364872528845,0.905724743805576,0.00257512236635011
"43",0.0153315565727806,0.922886096695085,0.0136370360924839
"44",0.0164317083189214,0.930311065313049,0.00106257558669663
"45",0.0145034477609684,0.962430797874676,0.00409428147024135
"46",0.186550404028798,0.714135946605943,0.109353256052872
"47",0.0408388315979843,0.854052600494121,0.0171687358420831
"48",0.160438605666953,0.850170424141495,0.0196323178490763
"49",0.0567679473992954,0.93577454998805,0.0119010202945748
"50",0.146798269815202,0.854669157937956,0.0173232112455729
"51",0.153323150606967,0.627410704582832,0.188712945707476
"52",0.0648304201872784,0.861322911371877,0.0741329901336834
"53",0.0412659830402982,0.919655371035287,0.0354671182919974
"54",0.0273623011444748,0.946050621913358,0.0158268297929458
"55",0.0463642894929594,0.86799542086168,0.0383015576166735
"56",0.0661268760234625,0.866549351971609,0.00239678754928747
"57",0.148906978957897,0.796417509691791,0.102772435238959
"58",0.123683510433802,0.708180783669103,0.143148611697731
"59",0.638372932171156,0.0858378592962389,0.0331459703917001
"60",0.0785883513087723,0.87210078053669,0.0195047639665612
"61",0.113383726120327,0.897335490627137,0.00148312296282681
"62",0.0118317630653375,0.962307732899319,0.00313736925256038
"63",0.141191784648229,0.897335490627137,0.00209461331770639
"64",0.0282786175885487,0.946640623896041,0.0010252521975761
"65",0.112863635022901,0.845190126635286,0.0413487328890093
"66",0.0138007680175471,0.922643907186379,0.0288927860817772
"67",0.0971972977593136,0.885539585403616,0.0305330421713229
"68",0.160438605666953,0.850170424141495,0.0181693636029656
"69",0.119843388616335,0.867845153943609,0.00493434146242611
"70",0.0145034477609684,0.890238047626075,0.046241019761764
"71",0.0147316334352862,0.94857940155604,0.015284702625847
"72",0.0314470864433868,0.919680933187923,0.00547363769738609
"73",0.0473139175250731,0.911189610701468,0.0256605238536198
"74",0.0506943077428242,0.911189610701468,0.0364112965560227
"75",0.0512755487349785,0.938583534606787,0.00100191491376719
"76",0.0118678759610937,0.9620083830213,0.00146477028961662
"77",0.043393125181205,0.772821104483351,0.201883456293409
"78",0.107981616689177,0.881908571254715,0.0138416545920633
"79",0.0124320108276453,0.946640623896041,0.0498174677141913
"80",0.121159328171568,0.881908571254715,0.0252712752050905
"81",0.340617089086771,0.65964059301881,0.00396582341670275
"82",0.0278808620526095,0.862579945029474,0.00640447915927732
"83",0.0534242554562741,0.946640623896041,0.0138798451927363
"84",0.0550503248550679,0.854052600494121,0.0122466869453307
"85",0.0331294872664167,0.946908795510164,0.000985037392299837
"86",0.0357963857591337,0.86849162195389,0.019293265477789
"87",0.141191784648229,0.898090439847641,0.00313736925256038
"88",0.0270495256981403,0.946640623896041,0.0269271148786944
"89",0.235647875803535,0.881908571254715,0.0185692540339652
"90",0.0620057911727364,0.865344304147115,0.0659281488892116
"91",0.0266975520113285,0.946321590598404,0.00146477028961662
"92",0.113383726120327,0.897335490627137,0.00148312296282681
"93",0.0720509163021352,0.845613012362696,0.011848841919833
"94",0.0199366400229873,0.760810397139498,0.382033938017701
"95",0.0620057911727364,0.865344304147115,0.0408562370886819
"96",0.0297188116026516,0.915851841338104,0.0127181754148534
"97",0.0446132967386311,0.919680933187923,0.00891340563555477
"98",0.105351712558231,0.807703167505964,0.0236516135331918
"99",0.0576794814805518,0.926212957687425,0.0457504534047948
"100",0.0532323010224668,0.927003168943929,0.00363108596084225
"101",0.0437766809512078,0.919906104930492,0.0295194658953075
"102",0.0364109478106917,0.919680933187923,0.00209754307970288
"103",0.0807628337199038,0.852320911526868,0.0435645343577625
"104",0.0978648694724749,0.885539585403616,0.0415496431208279
"105",0.0502859750787082,0.919429556131726,0.0139206740970817
"106",0.0519544094336233,0.926212957687425,0.0214294241634126
"107",0.0423260040646202,0.900338520378867,0.0435680682478461
"108",0.0292324917875744,0.946640623896041,0.0151299988909828
